[0.4492340683937073]	первые упоминания о строении человеческого тела встречаются в древнем египте.	в древнем египте
[0.5727548599243164]	железные дороги могут быть с электрической, дизельной, турбинной, паровой или комбинированной тягой.	с электрической, дизельной, турбинной, паровой или комбинированной.
[0.4697988033294678]	устаревшее название железной дороги - "чугунка".	чугунка
[0.5331449508666992]	ахмед аль-наджар.	египтянин ахмед аль-наджар
[0.6879265308380127]	благодаря воспринятым саудитами идеям египетского экономиста ахмеда аль-наджара.	благодаря воспринятым саудитами идеям египетского экономиста
[0.08302950114011765]	одинаковые по стоимости.	равноценной
[0.12643280625343323]	"знак служит для различения однотипных объектов в информационном поле адресата"	на рынке соответствующих товаров
[0.15947310626506805]	изображение логотипа обычно включает название (письменную — буквенную или иероглифическую — часть), как указано в контексте.	маркируемого товара, услуги, организации, мероприятия или персоны.
[0.5924202799797058]	в числе первых известных философов-гуманистов были николай кузанский и мишель монтень.	николай кузанский и мишель монтень
[0.11336323618888855]	ответ: в 2008 году опубликована статья об анализе митохондриальной днк.	2008
[0.45965951681137085]	к началу 2017 года численность учитываемого органами казстата населения шымкента превысила 900 тысяч человек.	превысила 900 тысяч человек
[0.6854759454727173]	"начало занятия педагогикой и благотворительностью"	начало занятия толстым педагогикой и благотворительностью.
[0.28234463930130005]	основным преподавателем была фока демидович.	фока демидович, крепостной.
[0.24364742636680603]	лев николаевич толстой.	сам лев николаевич часто проводил занятия.
[0.2902715802192688]	островные платформы на станциях с остановкой экспресса располагаются между путями одного направления.	между путями одного направления
[0.18350721895694733]	шотландия занимает уникальное положение в соединённом королевстве.	уникальное
[0.8293082118034363]	шотландия стала мощным европейским коммерческим, научным и индустриальным центром.	страна стала мощным европейским коммерческим, научным и индустриальным центром
[0.735660195350647]	ответ: село кумух и ряд ближайших к нему сел.	с. кумух и ряд ближайших к нему сёл
[0.32419922947883606]	"эти общества часто возглавляли иностранные предприниматели."	иностранные предприниматели
[0.3619183599948883]	хард-рок зародился в конце 1960-х в великобритании и сша.	в великобритании и сша
[0.4350748658180237]	хард-рок зародился в конце 1960-х в великобритании и сша.	хард-рок зародился в конце 1960-х
[0.1686362326145172]	масса мантии нептуна превышает земную в 10-15 раз.	в 10—15
[0.7385538220405579]	во время мирового финансового кризиса, начавшегося в 2007 году.	во время мирового финансового кризиса
[0.3537871837615967]	"эффективное образование и накопление знаний стало возможным благодаря развитию двух отделов нервной системы: зоны брока и зоны вернике."	эффективное образование и накопление знаний
[0.7116765379905701]	приап	приапа
[0.3442297577857971]	после 62 года в четвёртом стиле.	после 62 года
[0.7524324655532837]	дисперсия или вариация (из контекста)	дисперсия или вариация
[0.25175076723098755]	собака стала первым домашним животным.	собака
[0.644271194934845]	на основе восточной подгруппы скандинавских диалектов образовались шведский, датский и старогутнийский языки.	шведский, датский и старогутнийский языки
[0.1755812168121338]	прямые расходы гарантированы действующим законодательством сша.	прямые.
[0.7694811820983887]	прямые (обязательные) расходы.	прямые расходы.
[0.4765063524246216]	культуризм приобрел большую популярность в 1950-1960-х годах.	в 1950—1960-х годах
[0.7693725228309631]	ответ: 8 сентября 1966 года.	8 сентября 1966 года
[0.26962077617645264]	скорсезе снял свой первый полнометражный фильм в 1967 году.	в 1967 году
[0.8499784469604492]	"в великобритании"	в великобритании
[0.7449547052383423]	"ранние позвоночные, которые через некоторое время развились в семью гоминиды" (из контекста)	ранние позвоночные, которые через некоторое время развились в семью гоминиды
[0.43163639307022095]	живые организмы формируют непрерывное эволюционное дерево.	непрерывное эволюционное дерево
[0.18841004371643066]	наполеон предложил лафайету звание пэра.	пэра
[0.2961096167564392]	однако, несмотря на то, что текст не содержит конкретного упоминания о том, какие именно исследования выпускаются еженедельно, можно предположить, что это могут быть "еженедельные обзоры модельных портфелей". это следует из фразы: "большинство агентств выпускает еженедельный обзор модельных портфелей".	обзор модельных портфелей
[0.190139502286911]	"растущее недоверие инвесторов к аналитике, выпускаемой штатными подразделениями инвестиционных банков и брокеров".	понимание необходимости регулирования ситуации на законодательном уровне.
[0.5220142006874084]	независимые аналитические агентства выпускают исследования по акциям компаний, валютному рынку, деривативам, вкладам, пифам, товарным рынкам, частным инвестициям.	по акциям компаний, валютному рынку, деривативам, вкладам, пифам
[0.32102224230766296]	идея позитивизма была сформулирована ещё в начале xix века огюстом контом.	огюстом контом
[1.0054433345794678]	уиллард куайн.	уиллард куайн.
[0.5107954740524292]	животный мир новой гвинеи представлен пресмыкающимися, насекомыми и особенно многочисленными птицами.	пресмыкающимися, насекомыми и особенно многочисленными птицами
[0.2982271909713745]	хеджирование	хеджирование своих инвестиций
[0.6567913889884949]	хеджирование инвестиций приводит к дальнейшему росту цен на финансовых рынках.	к дальнейшему росту цен на финансовых рынках
[0.30962666869163513]	"звуковыми органами" (согласно тексту)	звукоиздающими органами, влияющими на поведение муравьёв.
[0.30456727743148804]	"вероятно, содержит феромоны лихневмоны"	лихневмоны
[0.4013734459877014]	"сладкая жидкость" (согласно контексту)	сладкую жидкость, привлекающую муравьёв.
[0.7638579607009888]	ответ: гусеницы и куколки голубянок.	гусеницы и куколки голубянок
[0.43869203329086304]	один из современных направлений развития движения судов с помощью ветра — использование больших воздушных змеев [103].	использование больших воздушных змеев
[0.7446632385253906]	сезонная смена течений в северной части индийского океана вызвана муссонной циркуляцией.	в северной части океана наблюдается сезонная смена течений, вызванная муссонной циркуляцией
[0.5247843861579895]	мечеть иса-бей	иса-бей
[0.10000497847795486]	ответ: в городе появились новые значительные сооружения — караван-сараи и турецкие бани.	1374—1375
[0.421522319316864]	экзопинакодерма покрыта протеогликановым матриксом [36].	протеогликановым матриксом
[0.5153421759605408]	"однако они связаны хорошо развитой адгезионной системой гликокаликса."	хорошо развитой адгезионной системой гликокаликса
[0.4296252131462097]	на сегодняшний момент реализовано 28 буровых установок, из которых 12 находятся в эксплуатации, а 16 законтрактированы и передаются в эксплуатацию.	28 уже реализованы
[0.48270028829574585]	"математическая модель представления сигнала, как функции времени".	математическая модель представления сигнала
[0.8197227716445923]	"в 1948 году"	в 1948 году.
[0.20743101835250854]	ответ: венециано-османская война началась в 1499 году и закончилась в 1503 году.	1499-1503
[0.22074976563453674]	около 400 генетически отличных популяций атлантического лосося в водах шотландских рек (согласно контексту).	около 400
[0.22707022726535797]	ответ: в 1954 году для выпускников средней школы были открыты технические училища.	1954
[0.21773725748062134]	в городские и сельские профессионально-технические училища (пту) принималась молодёжь, окончившая 8-летнюю школу.	пту
[0.5916284322738647]	учащиеся обеспечивались питанием, одеждой (или стипендией).	питанием, одеждой (или стипендией)
[0.4056662917137146]	прионы представляют собой особые инфекционные белки и не содержат нуклеиновых кислот.	особые инфекционные белки
[0.3172917068004608]	прионы не содержат нуклеиновых кислот.	нуклеиновых кислот
[0.4055626392364502]	"внешние зоны динарид, являющиеся сорванными в разное время остатками чехла континентального блока адрии, образованы осадочными толщами палеозойской, мезозойской эры и палеогена."	осадочными толщами палеозойской, мезозойской эр и палеогена
[0.6017969846725464]	оттон i.	король оттон i
[0.9497838020324707]	из кожи, войлока или пакли.	из кожи, войлока или пакли
[0.9523110389709473]	рёштиграбен.	рёштиграбен
[0.5352776646614075]	от идеала.	они далеки от идеала.
[0.9535415172576904]	около 20 тыс. лет назад.	около 20 тыс. лет назад
[0.21062186360359192]	ответ: в 2013 году были остановлены переговоры о вступлении исландии в ес.	в 2013 году.
[0.4777159094810486]	"сток и бернли провели договорной матч."	провели договорной матч
[0.4809899926185608]	"порядка 6-10 номеров со всеми удобствами".	порядка 6-10 номеров
[0.7343751192092896]	ответ: беспилотные воздушные суда.	беспилотные воздушные суда
[0.5537495017051697]	ответ: в нормативной документации.	в нормативной документации га
[0.2915515899658203]	из контекста: "получавших жалование из государственной казны"	из государственной казны
[0.6610976457595825]	музей № 1 находится рядом с пальмовым домом.	рядом с пальмовым домом.
[0.4626193642616272]	фасилитатор обеспечивает успешную групповую коммуникацию, соблюдение правил встречи, её процедуры и регламента, что позволяет участникам сконцентрироваться на целях и содержании встречи.	соблюдение правил встречи, её процедуры и регламента
[0.9447512626647949]	за счёт использования свободного программного обеспечения и привлечения волонтёров.	за счёт использования свободного программного обеспечения и привлечения волонтёров
[0.428320050239563]	ответ: совокупный труд оценён в размере 73 тыс. человеко-лет.	73 тыс. человеко-лет
[0.9649708867073059]	на шпалы и балласт.	на шпалы и балласт
[0.9908741116523743]	безбалластный путь	безбалластный путь
[0.207772895693779]	ответ: цементной основе (из контекста)	цементной
[0.14193961024284363]	образцы эссеистического стиля обнаруживаются у а. н. радищева (путешествие из петербурга в москву).	эссеистического
[0.6987842321395874]	ответ: ф. м. достоевского.	ф. м. достоевского
[0.37844690680503845]	студенты и риторы посещали суды.	студенты и риторы
[0.23223035037517548]	поддержка со стороны международного банка (мнб) позволила хелен шарман стать первым британским космонавтом.	поддержка со стороны мнб
[0.7711930274963379]	ответ: к диффузной эндокринной системе.	к диффузной эндокринной системе
[0.5370051860809326]	для диагностики нарушений функции щитовидной железы исследуются показатели т3, т4, ттг и аутоиммунный процесс.	т3, т4, ттг и аутоиммунный процесс
[0.5532194972038269]	ценность товаров согласно теории предельной полезности определяется их предельной полезностью на основе субъективных оценок человеческих потребностей.	предельной полезностью на базе субъективных оценок человеческих потребностей
[0.255779892206192]	силовой шпангоут ставится наклонно к оси фюзеляжа так, чтобы его плоскость являлась продолжением плоскости стенки лонжерона киля.	наклонно к оси фюзеляжа
[0.34703752398490906]	"значительные технологические трудности при изготовлении наклонного шпангоута и сборке фюзеляжа."	значительные технологические трудности
[0.621040403842926]	стороны согласуют уровень сервиса и размеры запасов.	уровень сервиса и размеры запасов
[0.2067945897579193]	1934	в 1934.
[0.387215793132782]	продолжая текст: "в русском языке произносится как глухой взрывной согласный [к] или [к ] (смягчается перед е и и; сочетания с другими смягчающими гласными и с ь редки и встречаются практически только в заимствованиях: кёнигсберг, кюхельбекер, кяхта, кьянти; единственный пример в собственно русском слове — ткёшь, ткёт, ткём, ткёте — возник совсем недавно, ещё 100 лет назад говорили тчёшь, тчёт и т. д.)" ответ: "в русском языке произносится как глухой взрывной согласный [к] или [к ]".	как глухой взрывной согласный [к] или [к ]
[0.3017529249191284]	перед е и и к (кириллица) смягчается.	перед е и и
[0.44310665130615234]	ответ: "в 1904 году" (из контекста)	в 1904 году
[0.9129753112792969]	в течение 1890-х.	в течение 1890-х
[0.31294018030166626]	после распада римской империи регион попал под влияние североафриканского государства вандалов, а затем в 534 году он перешёл под власть византии.	во власть византии
[0.2776378393173218]	римляне (контекст: "после завоевания пиренейского полуострова римлянами")	римлянами
[0.28916579484939575]	наездник asecodes albitarsus заражает многоядного сверхпаразита dibrachys boucheanus.	наездник asecodes albitarsus
[0.9548932313919067]	colias alfacariensis и colias hyale.	colias alfacariensis и colias hyale
[0.23219285905361176]	референс: "исследования днк свидетельствуют, что некоторые из известных в настоящее время видов должны быть разделены."	исследования днк
[0.5609025955200195]	"возникновение фабрики, как первичного типа производства и необходимость обеспечения работой больших групп людей".	возникновение фабрики, как первичного типа производства
[0.2101476639509201]	лев толстой (недолгое время) примыкал к кругу литераторов-западников.	лев толстой
[0.38724175095558167]	минимальная структурная единица белка обладает составом c40h62n10o12.	c40h62n10o12
[0.47274303436279297]	магеллан погиб в сражении на острове мактан на филиппинах.	на острове мактан на филиппинах
[0.2168063074350357]	ла файет находился в дивизии бригадного генерала стрлинга.	генерала стирлинга
[0.1841241717338562]	нефтяной причал в районе устья реки байбуги.	нефтяной
[0.9502947330474854]	ирина васюченко.	ирина васюченко
[0.35734957456588745]	авангард как историческое явление появился только в начале xx века.	в начале xx века
[0.4327372908592224]	"такая комиссия была создана постановлением правительства рф от 13 декабря 2012 года № 1301."	13 декабря 2012 г. № 1301,
[0.303242564201355]	председателем комиссии был назначен первый заместитель председателя правительства рф игорь иванович шувалов.	председателем комиссии
[0.4756295680999756]	13 декабря 2012 года (постановление правительства рф № 1301)	13 декабря 2012 г.
[0.45294898748397827]	отто бючли в 1875 году дал описание цитологических картин в дробящихся яйцах круглых червей и моллюсков и в сперматогенных клетках насекомых.	цитологических картин в дробящихся яйцах круглых червей и моллюсков и в сперматогенных клетках насекомых
[0.6171015501022339]	работа эдуарда страсбурга, вышедшая в 1875 году, указывала на единство процессов клеточного деления в растительных и животных клетках.	на единство процессов клеточного деления в растительных и животных клетках
[0.38562068343162537]	джулио париджи (по некоторым данным) - джулио париджи в 1598 году (или 1498 года по другим версиям).	джулио париджи
[0.22174933552742004]	джулио париджи впервые применил термин менеджмент в 1598 году (или 1498 году, точное авторство не установлено).	в 1598 году
[0.25549834966659546]	классическая фонология занимается системой фонем, функционированием сегментов, а также типологией и другими явлениями, такими как тон, метрическая структура, интонация и т.д.	системой фонем
[0.2592502236366272]	"социальные единицы, обладающие минимально необходимыми признаками джати"	джати
[0.05133487284183502]	"они занимали подчиненное положение вплоть до девона."	больше 100 млн лет
[0.26994651556015015]	"производным одной из жаберных дуг является челюсть первых рыб."	одной из жаберных дуг.
[0.5498127341270447]	"хрящевые рыбы достигли расцвета в карбоне".	достигли расцвета в карбоне
[0.5775663256645203]	"в вологодской писцовой книге за 1631 год"	в вологодской писцовой книге
[0.33316653966903687]	маржинальный доход называют также суммой покрытия.	суммой покрытия
[0.2390657514333725]	ответ: горизонтальный перенос генов (ксенология).	ксенология
[0.1835617870092392]	согласно контексту, с помощью вирусов может произойти горизонтальный перенос генов.	вирусов
[0.30487823486328125]	согласно тексту, с помощью вирусов происходит "так называемый горизонтальный перенос генов (ксенология), то есть передача генетической информации не от непосредственных родителей к своему потомству, а между двумя неродственными (или даже относящимся к разным видам) особями."	так называемый горизонтальный перенос генов
[0.2672698497772217]	ответ: за верхнюю границу взят уровень давления в 1 нбар.	1 нбар
[0.1182679533958435]	охлаждение юпитера - это трёхатомный ион водорода (h₃⁺).	нетривиальный
[0.7604601383209229]	процесс управления состоит из планирования, организации, мотивации и контроля.	планирование, организация, мотивации и контроля
[0.09265097975730896]	функция полезности является неотъемлемой частью большинства современных экономических моделей.	экономических
[0.23906390368938446]	тем не менее, несмотря на некоторую ограниченность подхода, функция полезности является неотъемлемой частью большинства современных экономических моделей.	на некоторую ограниченность подхода
[0.8672670125961304]	"в середине xvi века".	в середине xvi века
[0.45153385400772095]	"ворота представляют собой своеобразную мини-крепость или цитадель."	мини-крепость или цитадель
[0.37888747453689575]	согласно контексту: "разрыв данного круга в любом его месте (состояние комы) означает резкое ограничение параметров жизни или даже отсутствие жизни."	резкое ограничение параметров жизни или даже отсутствие жизни
[0.2691424787044525]	"шекспировский примитивизм делает его произведения современными." - т. с. элиот.	шекспировский примитивизм 
[0.09925998002290726]	менделеев д.и. указывал на целесообразность беспрепятственного включения иностранных капиталовложений в национальную промышленность.	иностранных.
[0.26591116189956665]	менделеев расценивал капитал как "временную форму", которая "родит новые капиталы".	временную форму
[0.6004940271377563]	лондон-андеграунд (london underground)	называется лондон-андеграунд 
[0.4982483983039856]	первая подземная железная дорога была построена компанией "метропо́литен рэйлуэй".	компанией метропо́литен рэйлуэй 
[0.3080109655857086]	саксофон - тростевой духовой музыкальный инструмент, принадлежащий к семейству язычковых деревянных духовых музыкальных инструментов.	музыкальный инструмент
[0.47013360261917114]	двое (мальчик и девочка).	двое
[0.3825487494468689]	"вальс ми минор его сочинения считается первым русским вальсом, дошедшим до наших дней."	вальс ми минор
[0.5066028833389282]	у голосеменных растений семяпочка расположена на поверхности семенных чешуек в женских шишках.	на поверхности семенных чешуек в женских шишках
[0.2775634527206421]	неофициальным статусом лидера экономического империализма обладал гэри беккер.	лидера экономического империализма
[0.2992900609970093]	карл маркс и оскар конти предпринимали попытки создать единую науку об обществе.	единую науку об обществе
[0.19550514221191406]	аутофагия - процесс "самопоедания", при котором клетка переваривает свои собственные органеллы для выживания.	самопоедание
[0.5375701189041138]	ответ: аутофагия	аутофагии
[0.6377140283584595]	углерод поступает в атмосферную среду в виде сажи в составе выхлопных газов автотранспорта, при сжигании угля на тэс, при открытых разработках угля, подземной его газификации, получении угольных концентратов и др.	выхлопных газов автотранспорта, при сжигании угля на тэс, при открытых разработках угля, подземной его газификации, получении угольных концентратов и др.
[0.794445812702179]	(6—15)·10^9 бк/сут 14со2	(6—15)·109 бк/сут 14со2
[0.8730220198631287]	уменьшается количество солнечных дней.	уменьшаться количество солнечных дней
[0.5132710337638855]	группа плетистых роз, созданная во франции в 1829-1830 годах.	группа плетистых роз.
[0.28109151124954224]	по предположению, первый сорт класса был создан до 1820 года.	до 1820 года
[0.6513440608978271]	в 26-летнюю графиню софи д'удето	влюбился в 26-летнюю графиню софи д’удето
[0.38144543766975403]	идеи джона локка произвели огромное влияние на развитие эпистемологии и политической философии.	эпистемологии и политической философии
[0.30847805738449097]	первая столица первого болгарского царства - город плиска.	плиска
[0.45564258098602295]	наибольшего расцвета первое болгарское царство достигло при царе симеоне i.	при царе симеоне i
[0.6631922721862793]	формой выражения административных методов управления являются распоряжения и приказы вышестоящего органа.	распоряжения и приказы вышестоящего органа
[0.5991264581680298]	главная особенность административных методов управления - прямое воздействие на объект и поведение исполнителей в определенной обстановке.	прямое воздействие на объект и поведение исполнителей
[0.7457417249679565]	у хевсуров, сванов, мтиулов и т.д. (из контекста)	у хевсуров, сванов, мтиулов и т. д.
[0.4345385432243347]	ответ: толкин отправился в борнмут к старому другу - денису толхерсту.	к старому другу — денису толхерсту
[0.3429758548736572]	начиная с ix века на западе распространяется обычай второго миропомазания.	начиная с ix века
[0.42982906103134155]	по мнению вазари, рафаэль умер после временипрепровождения ещё более распутного, чем обычно.	после времяпрепровождения ещё более распутного, чем обычно
[0.7327209711074829]	ответ: 6 апреля 1520 года.	6 апреля 1520 г.
[0.20487549901008606]	"в то время правили четыре брата — гундобад, годегизель, хильперик ii и годомар i."	четыре
[0.1671663522720337]	гиффен записал свой диск "before the flood" во время тура дилана и the band по сша.	во время этого турне
[0.5840422511100769]	ответ: серегея ушенина.	сергея ушенина
[0.31068021059036255]	череп млекопитающего причленяется к первому шейному позвонку (атланту) при помощи двух мыщелков.	при помощи двух мыщелков
[0.8193550109863281]	из-за срастания некоторых костей между собой.	из-за срастания некоторых костей между
[0.9292884469032288]	более 6000 метров над уровнем океана	более 6000 м над уровнем океана
[0.12153196334838867]	увеличение в устройстве (при равной функциональности) средств ввода-вывода.	интерфейс становится перегруженным
[0.5337781310081482]	усложнение правил управления происходит из-за уменьшения средств отображения и контроля, когда каждый элемент несёт на себе слишком много функций.	каждый элемент несёт на себе слишком много функций
[0.28285330533981323]	ответ: в 1637 году была открыта первая публичная опера - сан-кассиано.	в 1637 году
[0.04440578073263168]	"взаимодействиями... типа носовой + взрывной"	в заимствованиях
[0.7378180623054504]	"типа носовой + взрывной"	 носовой + взрывной 
[0.9873701333999634]	с 2007 по 2013 годы	с 2007 по 2013 годы
[0.37812280654907227]	книга "улыбка бога" была написана в 1929 году.	1929
[0.25951603055000305]	книга "боги и смуткялисы" (лит. dievai ir smūtkeliai) была написана йонасом коссу-александрвичюсом в 1935 году.	1935
[0.23664045333862305]	колония ювавум стала одним из главных населённых пунктов римской провинции норик.	норик
[0.3165566325187683]	477 год.	в 477
[0.1573786437511444]	ответ: в гатчинском районе входит 16 волостей.	16
[0.40105557441711426]	пример: друг другу; друг (о, в) друге; друг (у, за, на, из, из-под, для) друга; друг (с, за, над, под, перед) другом; друг (о, в) друге; друг на дружке; друг (у, из, из-под) дружки.	друг другу
[0.6878929138183594]	из семьи еврейских эмигрантов из российской империи.	из семьи еврейских эмигрантов
[0.3638083040714264]	модель может быть заинтересована в реакции зрителя.	в реакции зрителя
[0.3836764693260193]	e pluribus unum - 13 букв.	13 букв
[0.31308653950691223]	соединения серы (из контекста)	соединения серы, которые приводят к вредным кислотным дождям
[0.20585516095161438]	паровые двигатели нуждаются помимо топлива в воде.	в воде
[0.28294652700424194]	ответ: за 36 лет (1627-1663) население квебека выросло от 100 до 2500 жителей.	с 1627 по 1663 годы.
[0.20200708508491516]	"новый мембранный материал добавляется у окончания." (из контекста)	у окончания
[0.16547104716300964]	из контекста следует, что известно около **40** полностью вымерших семейств и подсемейств перепончатокрылых.	около 40
[0.19015410542488098]	"впервые упоминается в грамотах xv века".	xv в
[0.35257840156555176]	на пересечении двух линий был установлен памятный знак.	памятный знак
[0.9415227770805359]	при изменении отношения al/fe и размещении в структуре инородных ионов.	при изменении отношения al/fe и размещении в структуре инородных ионов
[0.33414798974990845]	дополнительный билипидный слой вирусов называется суперкапсидом.	суперкапсидом
[0.27647697925567627]	мембрана вируса, а также любые её углеводные компоненты происходят целиком из клетки-хозяина.	клетки-хозяина
[0.3224938213825226]	из модифицированной клеточной мембраны (плазматической или внутренней, такой как ядерная мембрана или мембрана эндоплазматического ретикулума) - согласно контексту.	из модифицированной клеточной мембраны
[0.32484138011932373]	очевидно, что инфекционность большинства вирусов, имеющих оболочку, зависит именно от этой оболочки.	от этой оболочки
[0.25142231583595276]	куфийское письмо (араб. الخط كوفي) до сих пор используется в архитектуре и декоративном искусстве.	созданное на базе хиджази куфийское письмо
[0.652981162071228]	ответ: этика.	этика.
[0.29341447353363037]	это относится к этике в большей мере.	этика.
[0.2356640100479126]	откладывание реализации сокращения расходов приводит к тому, что они "не фиксируются и не анализируются".	к неверным расчётам окупаемости инвестиций
[0.32148581743240356]	по проекту архитектора антонио ринальди был построен большой гатчинский дворец.	антонио ринальди
[0.39328843355178833]	найджел мэнселл перешел в американскую серию индикар.	в американскую серию индикар .
[0.19897079467773438]	машина времени стала участником фестиваля "таллинские песни молодёжи-76" в эсср в 1976 году.	в эсср.
[0.3888063430786133]	в 1954 году была создана национальная организация радио и телевидения.	в 1954
[0.3397172689437866]	ответ: в 1910 году была основана национальная консерватория.	в 1910 году
[0.1428288370370865]	ответ: 12,5 мс (из контекста: "самым большим из актуальных — диски для портативных устройств (seagate momentus 5400.3 — 12,5 мс)")	12,5 мс.
[0.2217404544353485]	время произвольного доступа (англ. random access time)	произвольног
[0.08047111332416534]	диапазон времени произвольного доступа составляет от 2,5 до 16 мс.	этого параметра
[0.9253124594688416]	пальмовый дом.	пальмовый дом
[0.487994909286499]	оборотные пути могут не строиться в случае низкой интенсивности движения.	в случае низкой интенсивности движения.
[0.42704546451568604]	лейбниц сформулировал понятия дифференциала и интеграла, дал простейшие правила дифференцирования и интегрирования.	лейбниц
[0.1745547652244568]	"17 декабря от имени этого правительства (председатель п. стучка) было объявлено о создании советской латвии."	17 декабря
[0.2363310605287552]	ответ: слой подкожного жира у белого медведя достигает до 10 см толщиной.	до 10 см
[0.35896700620651245]	волф дентенер (с 1 января 1543 года).	вольф дентенер
[0.45568597316741943]	отсутствовал в телефонном аппарате беллы.	в телефонном аппарате белла
[0.9532456994056702]	угольный микрофон эдисона.	угольный микрофон эдисона
[0.15264663100242615]	право наиболее полного господства над своей вещью.	возможность совершать любые, с известными ограничениями, действия
[0.247059166431427]	любая система не тождественна совокупности элементов.	не тождественна
[0.8829682469367981]	"в августе 1883 года"	в августе 1883 года
[0.6733561754226685]	до начала xx века.	к началу xx века
[0.3500162363052368]	работа диалог с евреем, христианином и философом датирована примерно началом xii века н.э.	началом xii столетия н. э.
[1.016118049621582]	сергей и лина прокофьевы.	сергей и лина прокофьевы.
[0.20810171961784363]	методы христианской науки помогали сергею прокофьеву и его жене избавляться от страха перед выступлениями.	методы христианской науки.
[0.935346245765686]	разложением материала термодеструкцией.	разложением материала термодеструкцией
[0.17690640687942505]	однако якобы следуя по стопам аристотеля, классики весьма односторонне восприняли его учение, превратив в узкую догму то, что у него и у античных поэтов было исторически сложившейся нормой.	кривое зеркало античности
[1.0092960596084595]	славяне-ободриты	славяне-ободриты
